id_absencia,id_colaborador,data_absencia,tipo_absencia,justificada,dias_ausencia,horas_ausencia
6347,1014,2024-09-09,Falta injustificada,0,1,8
6348,1014,2022-06-16,Atestado,1,1,8
6349,1014,2022-11-11,Falta injustificada,0,3,24
6350,1014,2023-11-02,Atestado,1,1,8
6351,1014,2021-07-28,Licença curta,1,2,16
6352,1014,2023-06-04,Atestado,1,1,8
6353,1015,2023-10-15,Falta injustificada,0,2,16
6354,1015,2023-11-17,Atestado,1,3,24
6355,1015,2025-01-13,Atestado,1,1,8
6356,1015,2023-10-04,Atestado,1,1,8
6357,1015,2024-11-27,Falta injustificada,0,3,24
6358,1015,2025-01-10,Atestado,1,2,16
6359,1015,2025-07-29,Atestado,1,2,16
6360,1016,2020-04-30,Atestado,1,1,8
6361,1016,2021-09-10,Licença curta,1,5,40
6362,1016,2021-05-30,Atestado,1,1,8
6363,1016,2024-02-01,Atestado,1,3,24
6364,1019,2021-10-08,Atestado,1,1,8
6365,1019,2022-05-20,Atestado,1,2,16
6366,1019,2021-02-11,Atraso,1,0,1
6367,1019,2019-12-12,Atestado,1,1,8
6368,1019,2023-05-16,Falta injustificada,0,2,16
6369,1019,2024-03-31,Atestado,1,2,16
6370,1019,2022-04-22,Atraso,1,0,2
6371,1019,2022-07-08,Atestado,1,1,8
6372,1019,2020-10-30,Atestado,1,2,16
6373,1019,2024-11-22,Licença curta,1,5,40
6374,1019,2021-08-06,Falta injustificada,0,3,24
6375,1019,2024-03-22,Licença curta,1,5,40
6376,1019,2020-03-03,Atestado,1,3,24
6377,1019,2022-12-16,Atestado,1,1,8
6378,1019,2025-06-04,Licença curta,1,5,40
6379,1019,2025-10-15,Atestado,1,2,16
6380,1020,2023-06-15,Atestado,1,1,8
6381,1020,2024-06-12,Falta injustificada,0,3,24
6382,1020,2025-02-05,Licença curta,1,5,40
6383,1020,2024-02-16,Atestado,1,3,24
6384,1020,2022-10-19,Atestado,1,2,16
6385,1020,2022-06-16,Atestado,1,3,24
6386,1020,2022-01-30,Falta injustificada,0,3,24
6387,1021,2024-12-21,Atestado,1,3,24
6388,1021,2023-03-04,Falta injustificada,0,1,8
6389,1021,2023-04-27,Atraso,1,0,2
6390,1021,2022-03-20,Atestado,1,1,8
6391,1021,2022-10-25,Falta injustificada,0,2,16
6392,1022,2025-03-12,Atestado,1,2,16
6393,1022,2024-12-22,Falta injustificada,0,3,24
6394,1023,2024-09-07,Licença curta,1,3,24
6395,1023,2024-12-07,Falta injustificada,0,3,24
6396,1023,2025-03-09,Atestado,1,1,8
6397,1023,2025-10-17,Atestado,1,3,24
6398,1023,2024-07-21,Licença curta,1,2,16
6399,1024,2023-01-31,Atestado,1,3,24
6400,1024,2025-01-12,Atestado,1,1,8
6401,1024,2022-09-23,Atestado,1,3,24
6402,1024,2022-06-25,Atestado,1,2,16
6403,1024,2022-09-07,Atestado,1,1,8
6404,1024,2023-04-20,Licença curta,1,5,40
6405,1024,2024-08-10,Falta injustificada,0,2,16
6406,1024,2025-08-24,Atestado,1,2,16
6407,1025,2021-06-01,Falta injustificada,0,2,16
6408,1025,2022-05-06,Atestado,1,2,16
6409,1025,2022-03-13,Atestado,1,2,16
6410,1025,2022-12-20,Atestado,1,2,16
6411,1026,2024-11-23,Atestado,1,1,8
6412,1026,2021-06-02,Falta injustificada,0,1,8
6413,1026,2025-04-30,Atestado,1,3,24
6414,1026,2025-06-25,Atestado,1,1,8
6415,1026,2019-12-08,Falta injustificada,0,2,16
6416,1026,2023-08-14,Atestado,1,1,8
6417,1026,2022-02-03,Atestado,1,1,8
6418,1026,2021-04-23,Atraso,1,0,2
6419,1026,2020-07-25,Falta injustificada,0,3,24
6420,1026,2025-09-23,Atestado,1,1,8
6421,1026,2022-05-03,Atestado,1,1,8
6422,1026,2025-06-02,Falta injustificada,0,2,16
6423,1026,2024-08-10,Falta injustificada,0,1,8
6424,1026,2022-10-25,Atestado,1,1,8
6425,1026,2024-06-01,Licença curta,1,4,32
6426,1026,2021-08-12,Licença curta,1,3,24
6427,1026,2024-02-14,Atestado,1,2,16
6428,1027,2023-12-25,Atraso,1,0,1
6429,1027,2024-12-22,Atestado,1,1,8
6430,1027,2024-03-01,Atestado,1,1,8
6431,1027,2025-04-03,Atestado,1,1,8
6432,1027,2025-02-13,Falta injustificada,0,3,24
6433,1027,2025-09-16,Atestado,1,3,24
6434,1028,2022-04-09,Atraso,1,0,1
6435,1028,2022-11-25,Atestado,1,3,24
6436,1028,2023-12-03,Atraso,1,0,4
6437,1029,2024-07-24,Atestado,1,1,8
6438,1029,2023-07-07,Atestado,1,1,8
6439,1029,2023-04-15,Falta injustificada,0,3,24
6440,1029,2022-08-15,Atestado,1,1,8
6441,1029,2022-10-04,Licença curta,1,4,32
6442,1029,2023-03-12,Atestado,1,3,24
6443,1030,2021-07-01,Licença curta,1,5,40
6444,1030,2023-11-27,Licença curta,1,4,32
6445,1030,2021-10-21,Atestado,1,1,8
6446,1030,2023-10-17,Atestado,1,1,8
6447,1030,2022-03-07,Licença curta,1,2,16
6448,1030,2022-08-17,Atestado,1,1,8
6449,1030,2022-04-30,Atestado,1,3,24
6450,1030,2020-12-01,Atraso,1,0,1
6451,1030,2023-08-11,Falta injustificada,0,3,24
6452,1031,2022-07-24,Atraso,1,0,2
6453,1031,2024-06-13,Atestado,1,1,8
6454,1031,2023-03-07,Falta injustificada,0,1,8
6455,1031,2024-11-14,Atraso,1,0,1
6456,1031,2023-02-12,Falta injustificada,0,1,8
6457,1031,2023-08-07,Atestado,1,3,24
6458,1031,2024-04-20,Atestado,1,3,24
6459,1031,2023-10-22,Licença curta,1,5,40
6460,1031,2023-08-15,Licença curta,1,5,40
6461,1032,2021-09-01,Atestado,1,3,24
6462,1032,2021-04-21,Atraso,1,0,3
6463,1032,2024-09-08,Atraso,1,0,1
6464,1032,2022-01-29,Atestado,1,1,8
6465,1032,2024-04-10,Atestado,1,3,24
6466,1032,2024-12-01,Atestado,1,1,8
6467,1032,2021-01-23,Licença curta,1,5,40
6468,1034,2020-04-16,Atestado,1,1,8
6469,1034,2021-12-27,Falta injustificada,0,2,16
6470,1034,2024-09-12,Atestado,1,2,16
6471,1034,2023-03-13,Atestado,1,3,24
6472,1034,2024-11-02,Atestado,1,3,24
6473,1034,2023-04-19,Falta injustificada,0,3,24
6474,1034,2024-01-01,Licença curta,1,4,32
6475,1034,2025-07-23,Atraso,1,0,4
6476,1034,2025-03-30,Atraso,1,0,3
6477,1034,2023-04-24,Falta injustificada,0,2,16
6478,1034,2024-08-21,Atestado,1,2,16
6479,1034,2020-08-21,Atestado,1,3,24
6480,1034,2024-05-15,Atraso,1,0,1
6481,1034,2020-03-08,Atestado,1,1,8
6482,1034,2021-02-01,Licença curta,1,2,16
6483,1034,2025-06-29,Atestado,1,2,16
6484,1034,2022-02-11,Licença curta,1,2,16
6485,1034,2025-07-18,Falta injustificada,0,2,16
6486,1034,2023-01-22,Atestado,1,2,16
6487,1035,2024-10-14,Atestado,1,2,16
6488,1035,2023-03-29,Atestado,1,2,16
6489,1035,2025-11-02,Atestado,1,1,8
6490,1035,2023-03-13,Atestado,1,1,8
6491,1035,2025-07-19,Falta injustificada,0,3,24
6492,1036,2021-10-03,Atraso,1,0,1
6493,1036,2025-02-24,Atestado,1,3,24
6494,1036,2021-09-03,Atestado,1,3,24
6495,1036,2023-06-29,Atraso,1,0,1
6496,1036,2024-07-20,Falta injustificada,0,1,8
6497,1036,2021-09-13,Falta injustificada,0,1,8
6498,1036,2022-08-27,Licença curta,1,5,40
6499,1037,2019-08-31,Atestado,1,2,16
6500,1038,2025-02-25,Licença curta,1,5,40
6501,1038,2025-07-10,Atestado,1,2,16
6502,1038,2024-01-24,Licença curta,1,5,40
6503,1038,2023-08-25,Atestado,1,2,16
6504,1039,2023-08-10,Atestado,1,1,8
6505,1039,2023-09-27,Atraso,1,0,4
6506,1040,2025-09-18,Atestado,1,3,24
6507,1040,2025-10-14,Atestado,1,1,8
6508,1040,2024-01-11,Atestado,1,2,16
6509,1040,2023-05-08,Atestado,1,2,16
6510,1040,2024-07-03,Atestado,1,2,16
6511,1040,2025-09-08,Atestado,1,3,24
6512,1040,2025-08-24,Falta injustificada,0,2,16
6513,1041,2021-06-04,Atestado,1,3,24
6514,1041,2022-08-21,Atestado,1,2,16
6515,1041,2025-08-04,Falta injustificada,0,3,24
6516,1041,2024-01-30,Atestado,1,2,16
6517,1041,2021-03-19,Atestado,1,2,16
6518,1041,2021-05-14,Falta injustificada,0,2,16
6519,1043,2022-08-25,Atestado,1,1,8
6520,1043,2022-07-13,Atestado,1,3,24
6521,1043,2021-09-20,Licença curta,1,2,16
6522,1046,2020-07-03,Falta injustificada,0,1,8
6523,1046,2025-09-01,Atestado,1,2,16
6524,1046,2020-01-16,Atestado,1,1,8
6525,1046,2025-01-30,Atestado,1,1,8
6526,1046,2025-03-19,Atestado,1,2,16
6527,1046,2019-08-22,Licença curta,1,5,40
6528,1046,2023-11-23,Atraso,1,0,1
6529,1046,2023-02-12,Licença curta,1,5,40
6530,1046,2023-04-06,Atestado,1,3,24
6531,1046,2023-01-12,Falta injustificada,0,2,16
6532,1046,2023-07-01,Licença curta,1,2,16
6533,1046,2025-03-02,Atestado,1,3,24
6534,1046,2020-10-02,Falta injustificada,0,2,16
6535,1046,2024-11-01,Atestado,1,2,16
6536,1047,2024-12-03,Atestado,1,1,8
6537,1047,2025-10-11,Licença curta,1,2,16
6538,1047,2022-11-26,Atraso,1,0,1
6539,1047,2024-02-28,Falta injustificada,0,2,16
6540,1047,2025-09-29,Atestado,1,3,24
6541,1047,2024-07-04,Atestado,1,3,24
6542,1047,2025-08-08,Licença curta,1,4,32
6543,1047,2022-11-06,Atraso,1,0,1
6544,1047,2022-11-03,Atestado,1,1,8
6545,1048,2025-03-24,Atestado,1,3,24
6546,1048,2025-08-20,Falta injustificada,0,2,16
6547,1049,2023-04-22,Atestado,1,1,8
6548,1050,2018-12-10,Falta injustificada,0,1,8
6549,1050,2021-11-13,Falta injustificada,0,1,8
6550,1050,2019-12-18,Atestado,1,1,8
6551,1050,2023-03-01,Atestado,1,3,24
6552,1050,2020-08-23,Licença curta,1,5,40
6553,1050,2020-03-04,Atestado,1,2,16
6554,1050,2024-08-09,Atestado,1,3,24
6555,1050,2021-05-02,Atestado,1,1,8
6556,1050,2018-06-24,Atraso,1,0,3
6557,1050,2019-03-20,Atraso,1,0,1
6558,1050,2020-04-21,Atestado,1,1,8
6559,1051,2021-12-24,Falta injustificada,0,3,24
6560,1051,2024-05-31,Licença curta,1,2,16
6561,1051,2021-06-17,Atestado,1,2,16
6562,1051,2020-11-10,Falta injustificada,0,3,24
6563,1051,2024-07-15,Atestado,1,1,8
6564,1051,2019-11-25,Atestado,1,3,24
6565,1051,2024-02-27,Atestado,1,2,16
6566,1051,2025-12-02,Atestado,1,3,24
6567,1051,2023-03-06,Licença curta,1,5,40
6568,1051,2021-11-24,Atestado,1,3,24
6569,1051,2025-04-07,Licença curta,1,4,32
6570,1051,2022-08-31,Atestado,1,3,24
6571,1053,2021-06-21,Atestado,1,3,24
6572,1053,2025-07-23,Atestado,1,3,24
6573,1053,2022-11-08,Atestado,1,3,24
6574,1053,2022-06-23,Licença curta,1,3,24
6575,1053,2019-12-23,Falta injustificada,0,2,16
6576,1053,2025-02-22,Atraso,1,0,1
6577,1053,2022-10-11,Atestado,1,2,16
6578,1053,2025-06-07,Atestado,1,2,16
6579,1053,2025-04-27,Atraso,1,0,1
6580,1053,2024-04-06,Atestado,1,1,8
6581,1054,2023-03-18,Atestado,1,2,16
6582,1054,2022-04-10,Atestado,1,1,8
6583,1054,2021-12-19,Atraso,1,0,4
6584,1054,2023-02-09,Falta injustificada,0,1,8
6585,1054,2022-03-02,Atraso,1,0,2
6586,1054,2022-04-01,Atestado,1,2,16
6587,1055,2021-11-18,Falta injustificada,0,1,8
6588,1055,2025-11-01,Licença curta,1,4,32
6589,1055,2024-10-16,Atestado,1,3,24
6590,1055,2024-08-24,Atestado,1,2,16
6591,1055,2023-11-17,Atestado,1,2,16
6592,1055,2021-01-27,Atestado,1,1,8
6593,1055,2021-12-26,Atraso,1,0,1
6594,1055,2025-07-23,Licença curta,1,2,16
6595,1055,2023-09-07,Licença curta,1,2,16
6596,1055,2025-01-18,Falta injustificada,0,2,16
6597,1055,2025-01-04,Atestado,1,1,8
6598,1055,2024-10-22,Atestado,1,2,16
6599,1055,2020-07-04,Atestado,1,2,16
6600,1055,2024-04-26,Atestado,1,1,8
6601,1056,2022-12-18,Licença curta,1,3,24
6602,1056,2024-12-18,Falta injustificada,0,2,16
6603,1056,2023-12-15,Atestado,1,3,24
6604,1056,2021-11-28,Atraso,1,0,2
6605,1056,2024-01-21,Atraso,1,0,1
6606,1057,2023-09-19,Licença curta,1,3,24
6607,1057,2022-11-29,Atestado,1,1,8
6608,1057,2024-09-23,Licença curta,1,3,24
6609,1057,2023-03-11,Licença curta,1,3,24
6610,1057,2024-08-28,Atestado,1,2,16
6611,1057,2024-08-19,Licença curta,1,5,40
6612,1057,2021-10-08,Atestado,1,1,8
6613,1057,2021-10-07,Atestado,1,1,8
6614,1057,2025-10-08,Atestado,1,3,24
6615,1057,2021-05-09,Licença curta,1,3,24
6616,1057,2024-05-02,Atestado,1,2,16
6617,1057,2024-01-25,Falta injustificada,0,1,8
6618,1057,2025-10-03,Falta injustificada,0,3,24
6619,1057,2024-12-09,Licença curta,1,3,24
6620,1058,2020-09-01,Atraso,1,0,1
6621,1058,2020-02-12,Falta injustificada,0,2,16
6622,1058,2022-01-31,Atestado,1,1,8
6623,1058,2021-08-03,Atestado,1,2,16
6624,1058,2024-03-16,Atestado,1,3,24
6625,1058,2024-02-06,Atestado,1,3,24
6626,1059,2025-07-07,Atraso,1,0,3
6627,1059,2024-11-01,Licença curta,1,2,16
6628,1059,2024-12-11,Atraso,1,0,1
6629,1060,2023-01-20,Atestado,1,2,16
6630,1060,2021-11-16,Atestado,1,1,8
6631,1060,2024-08-01,Atestado,1,1,8
6632,1060,2021-07-15,Atraso,1,0,4
6633,1061,2025-02-26,Licença curta,1,3,24
6634,1061,2025-05-24,Atestado,1,2,16
6635,1062,2023-09-16,Atestado,1,1,8
6636,1062,2021-03-16,Atestado,1,3,24
6637,1062,2021-06-23,Atestado,1,3,24
6638,1063,2024-08-10,Falta injustificada,0,1,8
6639,1063,2025-07-31,Atraso,1,0,1
6640,1063,2021-11-25,Atraso,1,0,1
6641,1063,2020-04-06,Atestado,1,1,8
6642,1063,2023-11-23,Atestado,1,3,24
6643,1063,2021-08-16,Falta injustificada,0,1,8
6644,1063,2025-12-04,Atestado,1,3,24
6645,1063,2024-06-25,Falta injustificada,0,1,8
6646,1063,2024-04-11,Atestado,1,3,24
6647,1063,2021-03-21,Falta injustificada,0,3,24
6648,1063,2021-11-22,Atestado,1,1,8
6649,1063,2023-02-14,Atestado,1,2,16
6650,1063,2020-07-14,Falta injustificada,0,3,24
6651,1063,2024-01-05,Falta injustificada,0,2,16
6652,1064,2024-08-01,Atestado,1,3,24
6653,1064,2024-06-08,Atestado,1,2,16
6654,1064,2025-05-30,Atestado,1,3,24
6655,1064,2025-11-11,Atestado,1,2,16
6656,1064,2024-10-01,Falta injustificada,0,1,8
6657,1064,2025-10-21,Atestado,1,2,16
6658,1064,2025-06-12,Atraso,1,0,1
6659,1065,2024-06-04,Atestado,1,1,8
6660,1065,2023-12-11,Atestado,1,2,16
6661,1065,2023-06-06,Atestado,1,3,24
6662,1065,2023-06-19,Atestado,1,1,8
6663,1065,2023-01-15,Atestado,1,1,8
6664,1065,2025-11-21,Atraso,1,0,1
6665,1065,2023-04-04,Licença curta,1,3,24
6666,1065,2023-03-14,Atestado,1,2,16
6667,1065,2023-04-21,Atestado,1,1,8
6668,1065,2023-01-03,Falta injustificada,0,2,16
6669,1066,2022-06-24,Atraso,1,0,3
6670,1066,2022-05-03,Falta injustificada,0,3,24
6671,1066,2021-06-06,Atraso,1,0,4
6672,1066,2024-02-24,Atestado,1,2,16
6673,1066,2023-05-06,Atestado,1,1,8
6674,1067,2025-05-23,Falta injustificada,0,3,24
6675,1067,2025-10-16,Atraso,1,0,1
6676,1067,2022-08-05,Licença curta,1,3,24
6677,1067,2024-07-04,Atestado,1,3,24
6678,1068,2025-03-21,Atestado,1,2,16
6679,1068,2025-04-22,Atestado,1,2,16
6680,1069,2024-11-20,Atestado,1,2,16
6681,1069,2024-09-16,Atestado,1,1,8
6682,1069,2024-08-30,Licença curta,1,4,32
6683,1070,2023-03-01,Falta injustificada,0,1,8
6684,1070,2024-05-17,Falta injustificada,0,2,16
6685,1070,2023-04-03,Atestado,1,3,24
6686,1070,2022-06-04,Atraso,1,0,1
6687,1070,2023-11-02,Atestado,1,1,8
6688,1070,2022-06-18,Atestado,1,3,24
6689,1072,2024-07-03,Atraso,1,0,1
6690,1072,2025-10-30,Atestado,1,2,16
6691,1072,2025-04-25,Falta injustificada,0,3,24
6692,1072,2023-03-03,Atestado,1,1,8
6693,1072,2023-01-22,Atraso,1,0,1
6694,1072,2023-07-18,Falta injustificada,0,2,16
6695,1072,2022-08-29,Atestado,1,2,16
6696,1072,2024-01-06,Atestado,1,1,8
6697,1072,2022-05-17,Atestado,1,1,8
6698,1072,2023-06-26,Falta injustificada,0,3,24
6699,1072,2025-07-10,Falta injustificada,0,2,16
6700,1072,2023-09-12,Falta injustificada,0,1,8
6701,1072,2023-02-24,Licença curta,1,5,40
6702,1072,2022-05-09,Falta injustificada,0,1,8
6703,1072,2025-09-05,Licença curta,1,4,32
6704,1073,2022-08-20,Atestado,1,3,24
6705,1073,2022-12-21,Atestado,1,2,16
6706,1073,2018-10-27,Atestado,1,1,8
6707,1073,2024-03-15,Atestado,1,3,24
6708,1073,2021-01-19,Falta injustificada,0,1,8
6709,1073,2020-06-12,Falta injustificada,0,2,16
6710,1073,2024-06-14,Licença curta,1,4,32
6711,1073,2024-09-28,Atraso,1,0,1
6712,1073,2023-03-04,Atestado,1,3,24
6713,1073,2025-05-30,Atestado,1,3,24
6714,1073,2025-08-27,Atestado,1,1,8
6715,1074,2024-01-05,Atestado,1,3,24
6716,1074,2019-07-30,Atestado,1,2,16
6717,1074,2025-10-05,Atestado,1,3,24
6718,1074,2022-05-22,Atraso,1,0,1
6719,1074,2025-03-05,Atestado,1,2,16
6720,1074,2019-08-20,Atestado,1,2,16
6721,1074,2022-11-12,Atraso,1,0,1
6722,1074,2019-05-03,Atestado,1,2,16
6723,1074,2025-09-28,Falta injustificada,0,3,24
6724,1075,2024-01-29,Atestado,1,2,16
6725,1076,2025-06-06,Atestado,1,2,16
6726,1076,2025-12-19,Atraso,1,0,2
6727,1076,2025-11-11,Atraso,1,0,2
6728,1077,2024-06-08,Atestado,1,2,16
6729,1077,2024-05-23,Atestado,1,2,16
6730,1077,2024-08-17,Falta injustificada,0,2,16
6731,1077,2023-05-12,Atestado,1,1,8
6732,1078,2025-10-01,Atestado,1,2,16
6733,1078,2024-09-18,Falta injustificada,0,2,16
6734,1078,2022-07-11,Atestado,1,3,24
6735,1078,2023-10-15,Licença curta,1,2,16
6736,1078,2023-09-30,Atestado,1,2,16
6737,1078,2023-11-04,Atestado,1,2,16
6738,1078,2022-07-07,Falta injustificada,0,2,16
6739,1078,2022-10-08,Atestado,1,1,8
6740,1079,2025-02-10,Atraso,1,0,1
6741,1079,2025-06-24,Atestado,1,3,24
6742,1079,2025-04-24,Falta injustificada,0,1,8
6743,1080,2024-12-24,Falta injustificada,0,3,24
6744,1080,2025-10-03,Atestado,1,2,16
6745,1080,2025-07-14,Atestado,1,3,24
6746,1081,2020-11-03,Licença curta,1,5,40
6747,1081,2022-04-29,Atestado,1,1,8
6748,1081,2022-03-12,Atestado,1,3,24
6749,1081,2022-03-31,Atestado,1,2,16
6750,1082,2025-03-21,Atestado,1,1,8
6751,1082,2025-08-23,Atestado,1,1,8
6752,1082,2023-01-11,Atraso,1,0,1
6753,1082,2023-12-29,Falta injustificada,0,3,24
6754,1082,2022-09-09,Atraso,1,0,1
6755,1082,2021-11-03,Atestado,1,3,24
6756,1082,2024-07-11,Atraso,1,0,1
6757,1082,2021-12-21,Atestado,1,1,8
6758,1082,2024-09-09,Atestado,1,2,16
6759,1083,2019-04-13,Falta injustificada,0,2,16
6760,1083,2025-08-22,Atestado,1,1,8
6761,1083,2023-10-08,Atestado,1,1,8
6762,1083,2019-07-03,Licença curta,1,3,24
6763,1083,2021-04-13,Atestado,1,1,8
6764,1083,2025-10-04,Atestado,1,2,16
6765,1083,2025-12-02,Licença curta,1,4,32
6766,1083,2023-01-18,Licença curta,1,3,24
6767,1083,2023-03-03,Atestado,1,1,8
6768,1083,2020-03-23,Atestado,1,2,16
6769,1083,2019-06-25,Atestado,1,2,16
6770,1083,2021-11-09,Atestado,1,3,24
6771,1083,2024-07-16,Falta injustificada,0,3,24
6772,1083,2019-02-26,Atestado,1,1,8
6773,1083,2020-02-18,Atestado,1,1,8
6774,1084,2021-05-27,Atestado,1,1,8
6775,1084,2021-10-03,Atestado,1,2,16
6776,1084,2022-05-22,Atestado,1,1,8
6777,1084,2025-09-03,Atestado,1,2,16
6778,1084,2023-04-12,Atestado,1,1,8
6779,1084,2024-03-10,Atestado,1,3,24
6780,1085,2022-11-01,Atestado,1,3,24
6781,1085,2021-11-15,Licença curta,1,5,40
6782,1086,2025-12-17,Falta injustificada,0,2,16
6783,1086,2024-06-21,Falta injustificada,0,2,16
6784,1086,2024-06-30,Falta injustificada,0,2,16
6785,1087,2023-05-30,Falta injustificada,0,2,16
6786,1088,2025-01-21,Licença curta,1,4,32
6787,1089,2024-06-12,Atestado,1,3,24
6788,1089,2024-08-21,Atestado,1,1,8
6789,1090,2022-07-20,Atestado,1,1,8
6790,1091,2022-11-27,Atestado,1,1,8
6791,1091,2024-12-03,Atraso,1,0,1
6792,1091,2025-01-24,Falta injustificada,0,1,8
6793,1091,2024-06-08,Atestado,1,3,24
6794,1091,2023-01-04,Atestado,1,1,8
6795,1091,2022-11-19,Atestado,1,2,16
6796,1091,2023-12-02,Atestado,1,1,8
6797,1091,2024-10-24,Atraso,1,0,3
6798,1092,2025-08-04,Falta injustificada,0,1,8
6799,1092,2024-12-06,Falta injustificada,0,1,8
6800,1092,2025-10-26,Atestado,1,3,24
6801,1093,2025-12-10,Falta injustificada,0,3,24
6802,1093,2022-02-15,Falta injustificada,0,3,24
6803,1093,2023-01-08,Atestado,1,3,24
6804,1093,2024-07-09,Atestado,1,3,24
6805,1093,2024-04-25,Licença curta,1,5,40
6806,1094,2022-05-07,Atestado,1,3,24
6807,1094,2022-08-11,Falta injustificada,0,1,8
6808,1094,2020-10-10,Licença curta,1,2,16
6809,1094,2023-01-30,Falta injustificada,0,1,8
6810,1094,2020-07-24,Atestado,1,3,24
6811,1094,2022-07-14,Falta injustificada,0,1,8
6812,1094,2024-04-08,Falta injustificada,0,2,16
6813,1094,2024-03-06,Falta injustificada,0,2,16
6814,1094,2022-11-15,Atestado,1,3,24
6815,1095,2021-06-17,Atestado,1,2,16
6816,1095,2024-01-07,Licença curta,1,2,16
6817,1096,2020-01-20,Falta injustificada,0,1,8
6818,1096,2021-05-05,Falta injustificada,0,3,24
6819,1096,2021-04-01,Atraso,1,0,2
6820,1096,2021-10-28,Falta injustificada,0,1,8
6821,1096,2021-05-04,Licença curta,1,3,24
6822,1097,2025-01-22,Atestado,1,2,16
6823,1097,2025-07-05,Atestado,1,3,24
6824,1097,2024-04-25,Falta injustificada,0,1,8
6825,1097,2025-11-28,Atestado,1,1,8
6826,1097,2025-12-25,Atestado,1,2,16
6827,1098,2021-11-13,Licença curta,1,4,32
6828,1098,2023-07-02,Licença curta,1,5,40
6829,1098,2022-02-18,Atraso,1,0,1
6830,1098,2020-09-15,Atestado,1,1,8
6831,1098,2020-10-18,Atestado,1,2,16
6832,1098,2024-03-20,Atraso,1,0,3
6833,1099,2021-01-06,Falta injustificada,0,3,24
6834,1099,2022-05-18,Atestado,1,2,16
6835,1099,2021-03-13,Atestado,1,2,16
6836,1099,2023-04-18,Atestado,1,2,16
6837,1099,2020-04-25,Licença curta,1,4,32
6838,1099,2020-04-28,Atestado,1,2,16
6839,1099,2022-12-10,Falta injustificada,0,3,24
6840,1099,2022-11-05,Atraso,1,0,2
6841,1099,2024-01-17,Falta injustificada,0,1,8
6842,1099,2019-10-11,Falta injustificada,0,2,16
6843,1099,2023-02-27,Atestado,1,1,8
6844,1099,2020-07-11,Atestado,1,1,8
6845,1100,2024-06-09,Falta injustificada,0,3,24
6846,1100,2025-04-10,Atestado,1,1,8
6847,1100,2022-08-13,Atestado,1,1,8
6848,1100,2019-08-14,Licença curta,1,4,32
6849,1100,2022-04-18,Atraso,1,0,1
6850,1100,2022-02-13,Licença curta,1,2,16
6851,1100,2020-08-07,Falta injustificada,0,3,24
6852,1100,2020-12-06,Atestado,1,3,24
6853,1100,2019-06-08,Falta injustificada,0,1,8
6854,1100,2019-02-07,Atestado,1,2,16
6855,1100,2022-01-16,Falta injustificada,0,3,24
6856,1100,2024-08-15,Atestado,1,1,8
6857,1100,2024-09-15,Atestado,1,3,24
6858,1100,2024-09-03,Falta injustificada,0,2,16
6859,1100,2024-09-29,Atraso,1,0,2
6860,1100,2025-12-05,Atestado,1,2,16
6861,1100,2019-09-05,Atraso,1,0,2
6862,1100,2023-01-29,Falta injustificada,0,1,8
6863,1100,2022-01-18,Atestado,1,2,16
6864,1101,2023-11-21,Atestado,1,3,24
6865,1101,2024-07-24,Falta injustificada,0,2,16
6866,1101,2025-09-14,Falta injustificada,0,1,8
6867,1101,2024-01-05,Atestado,1,1,8
6868,1101,2023-11-22,Atestado,1,3,24
6869,1101,2023-08-22,Atestado,1,1,8
6870,1102,2025-08-10,Atestado,1,1,8
6871,1102,2025-08-02,Licença curta,1,4,32
6872,1103,2025-06-06,Atestado,1,3,24
6873,1103,2024-08-04,Atestado,1,2,16
6874,1103,2024-09-26,Atestado,1,3,24
6875,1104,2025-12-20,Atraso,1,0,1
6876,1104,2024-03-18,Falta injustificada,0,1,8
6877,1104,2024-09-11,Falta injustificada,0,1,8
6878,1105,2023-09-05,Falta injustificada,0,3,24
6879,1105,2025-10-30,Atestado,1,3,24
6880,1105,2023-03-22,Atestado,1,3,24
6881,1105,2022-09-25,Falta injustificada,0,2,16
6882,1105,2023-11-12,Licença curta,1,3,24
6883,1105,2023-08-03,Atestado,1,3,24
6884,1105,2025-06-30,Licença curta,1,3,24
6885,1105,2024-12-04,Falta injustificada,0,1,8
6886,1106,2025-09-07,Falta injustificada,0,3,24
6887,1107,2024-05-17,Atestado,1,2,16
6888,1107,2023-07-16,Falta injustificada,0,3,24
6889,1108,2024-12-20,Falta injustificada,0,1,8
6890,1108,2023-05-19,Falta injustificada,0,3,24
6891,1108,2021-12-14,Atestado,1,1,8
6892,1108,2023-01-11,Atestado,1,1,8
6893,1109,2025-11-02,Falta injustificada,0,3,24
6894,1109,2023-04-27,Atestado,1,1,8
6895,1109,2024-11-17,Atestado,1,2,16
6896,1109,2022-10-28,Atraso,1,0,1
6897,1109,2020-06-27,Falta injustificada,0,2,16
6898,1109,2025-08-02,Atestado,1,2,16
6899,1109,2025-06-12,Atestado,1,2,16
6900,1109,2021-12-25,Falta injustificada,0,1,8
6901,1109,2025-11-15,Falta injustificada,0,1,8
6902,1110,2024-05-14,Atraso,1,0,4
6903,1110,2022-07-07,Falta injustificada,0,3,24
6904,1110,2025-03-27,Atraso,1,0,1
6905,1110,2019-09-02,Atestado,1,1,8
6906,1110,2024-03-15,Atestado,1,3,24
6907,1110,2021-10-19,Atestado,1,3,24
6908,1110,2022-06-29,Atestado,1,3,24
